review_comment_message,feeling
mercadoria conforme pedido chegou antes prazo recomendo,2
demorando desta vez,0
produto entregue leigos peças vêm desmontadas devemos montar algumas tal biciclieta necessitam cola permanecer pé melhor opção cola madeira,2
prazo esgotado produto ainda entregu,0
bom resma chegou muitobem embalada dentro prazo afora vamos testar verificar qualidade papel,2
produto correto entregue prazo conforme acordado recomendo,2
super recomendo mim agradável surpresa nível atendimento amaricanas sensacion,2
parabéns loja lannister parceiro produto veio bem embalado mto lindo grande jeito queria cor marrom conforme mostra foto amei pendent,2
recebi apenas perfume perfume h perfume ototemo recebi ainda preocupada pois pedido consta recebi dois perfum,0
maravilhosa,2
produto chegou bem antes prazo defeito veio quebrado lugar fazer encaixar bonitinha frágil tentei realizar troca site consegui,0
ainda nao recebi ultima informacao sobre produto dia,0
película vidro veio defeito conseguindo resolver problema,0
ainda falta capa,2
adorei,1
bom,1
entrega rapida sobre perfume bom ja melhores valor vale pena,2
mercadoria levar menos dias chegar demorou quase dois mes,1
ótimo produto satisfeito compra,2
produto bom quase meses receb,0
veio capa comprei aí paguei reais capa,0
bom tmb,2
veio prazo funcionando bem,2
original infelizmente pós vendas stark extremamente ruim pois entrei contato agora nada aí consegui ligar fornecedor parceiro devolveu dinheiro,0
maravilhoso,2
entrega rápida pedido entregue conforme solicitado recomendo,2
entrei contato lannister telefone falam vai mandar link direto parceiro pra saber detalhes entrega conta link veio péssimo suporte client,0
cumpriram,2
apesar tamanho escova leve fácil manuseio,1
frágil funciona certinho,2
comunicação respeito consumidor raro comprar aqui sempr,2
recebi produto recebi justificativa vendedor entrei contato agora obtive resposta,0
satisfeita rapidez chegou produto bem antes previsto,2
melhor fantasia vida,2
loja eficiente entrega correta antes prazo,2
ótima,2
recomendaria loja chegou dentro prazo ótima mercadoria,2
recebi jarra cafeteria mesma modelo comprei comprei jarra cafeteira electrolux cmm recebi desse modelo cafeteria,0
adorei veio certinho obrigado,2
entrega feita produto queria bom,2
bom produto veio neum defeito bom,2
ainda recebi capa sofá tô aguardando,0
chegou super rápido bem embalado,2
melhor site compras internet,2
chegou antes prazo,2
ainda recebi produto varios dias fiz compra entrega demorada compras faço online ainda aguardando entrega,0
instalei ainda,1
chegou antes data prevista tudo ok,2
aberto reclamação solicitando reenvio ontem durante tarde aconteceu grato,2
boa compra recomendo,2
infelizmente compensa pagar pouco comprar loja física cidade todas lojas inclusive stark péssimo prazo entrega produto,0
produto dentro dom esperado,2
ñ gostei coisa relógio parando bateria fraca novicimo relógio parando,0
troca rápida mundo realmente impressionado eficiência stark nenhuma burocracia produto troca casa piscar olhos parabén,2
ótimo produto prazo rápido,2
ainda pode avaliar produto aguardando matriz botões comprados site lojas lannister estranhando fato nota fiscal desses produtos ter sido emitida,2
bom,1
entrega dentro prazo produto excelente condição,2
produto igual anunciado super satisfeita funciona perfeitament,2
recebi produto prazo bem embalado,2
cofre bom espaço interno prateleira facilitar organização bom produto,2
solicitei devolução produto veio amassado parece queda,0
recebi produto comprei paguei,0
chegou antes prazo produto mto bom,2
respondi sim recebi produto correto falta opção ainda vi produto quis abrir embalagem pois presente caso alguma desconformidade entrarei contato,2
acordo propósito,2
mp player bonito pequeno contudo som ruim ruídos chiados troquei fone ouvido apple mudou nada problema qualidade produto,0
x,2
produto bonito parece boa qualidade entretanto imagens site produto parecia robusto elegante cor uniforme tom varia,2
ainda instalei chegou prazo certinho,2
ótimo produto entrega rápida,2
ótimo excelente produto recomendo todo,2
nao veio produto pedi veio quite marmitas peças comprei jogo panela,2
experiência compra on line entrega boas porém produto atendeu expectativas tendo dificuldades troca devolução,1
parabenizo qualidade produto pontualidade entrega,2
ainda recebi faço,0
recebi produto errado comprei original recebi produtos paralelos reciclados picareta,0
produto entregue divergente adquirido deram resposta solicitação feita site trata presente pude entregar aguardo troca,1
tapete lindo personalizado bordado volta logo classic todo borracha pvc mt bom fácil limpar,2
produto bem acabado,2
produto problemas defeito,0
comprei duas bonecas baby kiss sid nil dia entregaram somente boneca veio junto nota fiscal caixa amassada consigo contato lannister telefone ocupado,0
ótimo produto entrega super rápida,2
recebi procuto antes prazo determinado,2
boa loja cumpriu tudo anuncio entrega super rápido,2
produto chegou antes prazo,2
tapete lindo material bom super fofinho entrega dentro prazo so embrulho veio assusta tao pequeno parece lindo tapete dentro,2
ótima loja produto bonito entrega antes prazo recomendo,2
bom,2
hoje mercado encontramos roteador baixa potência aparelho bom potent,2
forma geral produto bom porém som sai baixo torna produto produto média qualidad,2
produto entregue prazo semana antes porém imprevisto entrega tentei entrar contato várias vezes nenhum sucesso fiquei semana saber nada,1
bom amei produto,2
ainda recebi relógios ainda aguardando obrigada,2
nao possível verificar site lados almofada preto,2
capa boa celular película inclusa muita péssima qualidad,1
abri caixa ainda,2
produto alta qualidade adorei,2
posso avaliar recebi,0
obrigada,2
produto frágil,2
ótima entrega rápida objetiva,2
veio quebrado faltando peça,0
recebi produto outro modelo desatenção parte distribuidor,0
gostei bastante tecido bem macio,2
produto bom obrigada,2
mudarei avaliação tudo der certo,0
relógio comprei replica origin,0
chegou obrigada caixa embalagem amassada present,2
otimo,2
produto entregue conforme contratado,2
segunda compra loja satisfeito produtos chegaram rapidamente recomendo,2
adorei produtos somente achei ruim ter pagar fretes produto vendedor,2
gostei som mt bom,2
entrega antes prazo otimo,2
varios anos compro loja stark agora nada reclamar,2
ainda recebi produto,2
lannister parabéns entrega super rápida,2
balança ótima qualidade suprido necessidade muita eficiência,2
produto veio diferente anuncuado liguei esperando código devolução produto reembolso valor pago,0
parabéns entrega antes data prevista produto bom barato som produto bom corrir incomodo ficou caindo folgando ouvido olha corrir km recomendo,1
loja totalmente confiável produto entregue antes prazo todo trajeto produto informado corretamente produto entregue perfeitas condições uso exatamente solicitado,2
produto bom entrega rápida,2
falta respeito consumidor produto mal embalado vidros lacre vazando náo recebi autorização devolução tendo reclamado dia entrega pior levar correio,0
bom,2
melhor preço entrega super rápida fregues tempo loja totalmente confiável,2
melhor loja fazer compra,2
bom demai,2
lojas lannister cumpre prazo mercadoria correto tudo certinho único problema nome incorreto consigo corrigi lo,2
entrega super rápida produto acordo características descritas site excelent,2
pensei defletor grande placa porém pequenas peças encaixam outra sinceramente gostei pois mercado opção peça única bonita melhor design,0
fiquei satisfeito material produto,0
super recomendo produto loja veijo certinho antes prazo previsto,2
agilidade entrega,0
lugar ótimo pra fazer compra,2
ate agora nao revebi produto espero menos pontuação sido feita acordo promoção,0
entrega prazo gostei,2
tamanho ta pequeno adulto infantil,2
venderam produto entregar,0
chegou prazo determinado bem embrulhado satisfeita,2
estampa bonita enchimento ruim,1
botão abrir carro funcionando,0
produto ótimo chegou antes esperado,2
bom produto,1
otimo deu tudo certinho nota,2
bom recomendo,2
perfeito,2
recebi produtos momento recebi conjunto quadros decorativos fé amor família vidro aguardo,0
preço bom produto ótimo entrega rápida,2
ótimo produto chegou antes prazo,2
correto,2
recomendo chegou dentro prazo,2
bom,1
excelente produto veio embaço perfeitamente chegou antes previsto amei,2
otimo comprar,2
produto chegou dentro prazo,2
bom,2
produto otima qualidade parabén,2
boa loja,2
entregue antes prazo sistema acompanhamento produto credibiliza loja,2
boa tarde produto veio faltando peças tempo compro lojas lannister sempre veio certinho dessa vez,0
chegou antes prazo,2
tá demorando mt,0
infelizmente produto veio defeito mídia corrompida perdi troca pois inutilizei embalagem antes testar deixa incapacitado trocar,0
amei produto chegou antes prazo,2
compro sempre baratheon adoro tudo,2
sempre cumpre prazos entregu,2
tudo aconteceu previsto,2
entrega rápida produto perfeito,2
roubo nota fiscal unidades embrulho vem apenas querem cobrar entregar,0
nao enviou pedido,0
excelente produto colecionador recomendo,2
produto original entrega rápida bom preço,2
produto bom entrega tempo rapido excelent,2
adorei produto compra excelent,2
aspirador bom leve fácil manusear,2
material produto bom porém cabe perfeitament,0
compensa comprar pra quer material reserva pra usar treinos vale bastant,2
veio certinho rapido boa qualidad,2
produto lindo ótima qualidad,2
produto qualidade recomendo,2
produto entregue dentro prazo previsto,2
poduto bom recomendo chegou rápido,2
recomendo,2
veio relógio feminino lugar relógio masculino pedi fiz cancelamento devolução recebi sobre estorno recebi nenhuma resposta,1
bim,2
película errada modelo protege toda frent,2
satisfatório,2
excelent,2
gosto comprar lojas lannister confiávei,2
comprei capa cor preta porém recebi cor branca gostaria trocar visto produto veio cor errada,1
recebi produto data prevista enviei várias mensagens informações ja rastreamento parado semanas simplesmente gostei recomendo entrega targaryen,0
produto chegou bem antes data prevista,2
gostei mto produto,2
satisfeita,2
comprei unidades papel parede chegou rolo resolver situação m,0
super recomendo loja produto entregue antes prazo excelente qualidad,2
bom entrega antecipada faz diferença,2
excelente loja envio rápido produto certo,2
tudo correto exceto demora culpa fornecedor sim correio,2
produto bom entrega rápida,2
produto otima qualidade bem embalado,2
recomendo todos compra produtos lannister compra entregue contento prazo,2
site lannister data entrega código rastreio produto postado correio dia produto ainda trânsito dia hoj,0
entrega feita antes prazo chegou bem embalado produto excelent,2
produto lindo perfeito chegou tempo certo tudo direitinho,2
ótimo produto entrega antes prazo recomendo,2
produto chegou antes prazo previsto,2
rápido ainda veio brinde top,2
quero produto,0
sistema operacional compra fácil manuseado compreendido entrega rápida metros comprado corresponde propaganda compraria novament,2
produto chegou rasgado,0
produto feito material boa qualidade difícil colocar lâmina forma precisa navalhete podendo ferir hora colocar retirar lâmina,0
bom produto gostei apenas faltou pouco alti recomendo,2
pratico fácil lavar bem compacto esposa amou recomendo,2
entregaram produtos cumpriram prazo entrega passou prazo,0
produto ótimo original recomendo,2
compra veio metade comprei capinha celular película vidro somente veio capinha película veio,0
motivo fones consigo sintonizar rádio fm cor preta restante parece bom,1
chegou rapidinho,2
demora produto nao entregu,0
produto chegou prazo perfeitas condiçõ,2
